Skewness,Variance,Curtosis,Entropy,Class
-0.67253,-3.0201,2.7056,0.85774,1
3.5447,-2.4941,-1.3721,-2.8483,1
0.039307,-0.83121,0.05369,-0.23105,1
-6.8824,-2.5665,7.5416,0.70774,1
-12.9371,-4.4018,15.6559,-1.6806,1
-8.2916,-3.7573,10.3032,0.38059,1
-0.40145,-2.4725,1.4855,1.1189,1
2.8825,-1.9725,-2.3086,-2.3724,1
3.6874,-2.0149,-1.9385,-3.8918,1
0.65181,-0.82053,-0.48869,-0.52716,1
-6.3486,-1.7886,5.6154,0.42584,1
-9.4711,-2.9138,9.7668,-0.60216,1
-6.5907,-1.8343,5.6429,0.54998,1
-0.033118,-0.8734,-0.20165,0.55774,1
2.957,-0.70346,-3.5947,-3.1457,1
6.9879,-6.7387,0.67833,-7.5887,1
3.2777,-2.7723,-0.9351,-3.1457,1
-1.3678,-1.6641,1.997,0.52283,1
-9.2497,-2.4349,8.9922,-0.50001,1
-12.7095,-3.793,12.7957,-2.825,1
-6.9756,-1.9551,5.5383,-0.12889,1
-0.50077,-0.69078,-0.35417,0.47498,1
3.3998,0.025013,-4.4327,-4.2655,1
4.9601,-4.3967,-0.64892,-5.4719,1
-0.24418,-2.456,1.4041,-0.45863,1
-6.8555,-2.62,6.2169,-0.62285,1
-10.3257,-2.9662,8.784,-2.1138,1
-4.4448,-0.71494,2.2241,0.49826,1
0.99945,0.6005,-2.2126,0.097399,1
3.8944,0.61652,-4.7275,-4.3948,1
7.2363,-5.4414,0.10938,-7.5642,1
0.45937,-3.5798,2.3457,-0.45734,1
-5.6967,-2.7769,5.9179,0.37671,1
-6.7562,-1.8356,5.0585,-0.55044,1
0.17381,0.30081,-1.7542,0.48921,1
4.1323,1.3403,-4.7018,-2.5987,1
4.987,0.26877,-5.1508,-6.3913,1
9.6014,-6.5235,-0.25392,-6.9642,1
2.4955,-4.0679,0.79571,-1.1039,1
-1.7051,-2.564,1.5026,0.32757,1
-1.9162,-1.3414,-0.15538,-0.11984,1
2.0879,0.23874,-3.3522,-0.66553,1
3.6771,0.6212,-4.0771,-2.0711,1
3.4019,-0.77848,-3.4859,-3.5569,1
3.7909,-4.1244,-0.6532,-4.1802,1
9.2,-7.0421,0.25933,-4.6832,1
3.5716,-4.9462,0.82742,-1.4957,1
0.30417,-3.5359,0.6569,-0.2957,1
0.16967,-2.0662,-1.0054,-0.82975,1
2.808,-0.88728,-3.1432,-1.2035,1
2.3072,-1.0941,-2.5237,-1.4453,1
1.6285,-2.4458,-0.88541,-1.4802,1
1.8955,-3.551,0.1865,-2.4409,1
-0.85669,-2.2811,2.7185,0.044382,1
-5.974,-3.6053,10.0916,-0.82846,1
-5.1877,-5.0676,10.4266,-0.86725,1
4.0723,-3.9204,-0.23678,-2.1151,1
1.8458,-1.1306,-1.3575,-1.3806,1
-4.5566,-2.4561,6.4534,-0.056479,1
-13.0303,-4.4775,17.0834,-3.0345,1
-8.1819,-4.1958,12.1291,-1.6017,1
-0.7077,-3.38,2.5325,0.71808,1
3.6026,-2.4365,-1.4166,-2.8948,1
0.13036,-0.77688,-0.031137,-0.35389,1
-6.8266,-2.7083,7.5339,0.59007,1
-12.5854,-4.5531,15.4417,-1.4983,1
-7.8322,-3.8894,9.8208,0.47498,1
-0.22763,-2.5084,1.488,1.2069,1
3.0211,-2.1652,-2.4132,-2.4241,1
3.5074,-1.8974,-1.7842,-3.8491,1
0.5587,-0.62043,-0.38587,-0.66423,1
-6.301,-1.8387,5.6506,0.19567,1
-9.1566,-3,9.5766,-0.73018,1
-6.1603,-1.9116,5.606,0.48533,1
0.084831,-1.005,-0.2462,0.45688,1
3.257,-0.87834,-3.6778,-3.2944,1
6.7934,-6.651,0.68604,-7.5887,1
3.1101,-2.5463,-0.83228,-3.0358,1
-1.432,-1.4377,2.1144,0.42067,1
-9.0407,-2.4554,8.862,-0.86983,1
-12.8792,-3.9411,13.0597,-3.3125,1
-6.8969,-2.1241,5.5992,-0.47156,1
-0.32902,-0.74324,-0.42785,0.23317,1
3.7412,-0.071503,-4.5415,-4.2526,1
4.9166,-4.2333,-0.49212,-5.3207,1
-0.43663,-2.3675,1.692,-0.43018,1
-7.3625,-2.5526,6.9255,-0.66811,1
-10.4602,-3.0986,8.9717,-2.3427,1
-4.4862,-0.89809,2.2009,0.50731,1
1.0015,0.56232,-2.2726,-0.0060486,1
3.8944,0.53936,-4.8166,-4.3418,1
7.3915,-5.3012,0.029699,-7.3987,1
0.35591,-3.3553,2.6473,-0.37846,1
-5.7133,-2.7908,5.953,0.45946,1
-6.6072,-1.9983,4.8254,-0.41984,1
0.11794,0.15423,-1.6823,0.59524,1
4.0744,1.208,-4.7635,-2.6129,1
4.8856,0.2952,-5.149,-6.2323,1
9.5311,-6.4247,0.022844,-6.8517,1
2.6218,-3.9933,0.62863,-1.1595,1
-1.6058,-2.659,1.3647,0.16464,1
-2.1252,-1.4094,-0.10397,-0.19225,1
1.9741,0.11032,-3.3668,-0.65259,1
3.644,0.52374,-4.0746,-1.9909,1
3.4598,-0.76794,-3.4405,-3.4276,1
3.6812,-3.9698,-0.60008,-4.0133,1
9.2931,-7.0364,0.16594,-4.5396,1
3.3005,-4.9447,1.063,-1.444,1
0.22968,-3.5933,0.7126,-0.3332,1
0.12415,-2.1674,-1.0465,-0.86208,1
2.6963,-0.9607,-3.1226,-1.3121,1
2.1996,-1.0802,-2.5862,-1.2759,1
1.4381,-2.3277,-0.82114,-1.2862,1
1.9037,-3.7244,-0.035421,-2.5095,1
-0.95602,-2.5724,2.7073,-0.16639,1
-6.0816,-3.9297,10.0958,-1.0147,1
-5.1463,-5.2943,10.3332,-1.1181,1
4.0392,-3.8953,-0.3019,-2.1836,1
1.7485,-1.2244,-1.4801,-1.4181,1
-4.4159,-2.6406,5.983,-0.13924,1
-12.7509,-4.6338,16.7166,-3.2168,1
-7.8633,-4.2887,11.8387,-1.8978,1
-0.50491,-3.3458,2.6328,0.53705,1
3.3357,-1.1188,-1.3455,-1.9573,1
-0.3104,0.55939,0.18307,0.44653,1
-7.3191,-1.5078,7.8981,1.2289,1
-12.5667,-3.506,15.1606,-0.75216,1
-8.273,-2.9498,10.2646,1.1629,1
-0.38903,-1.6029,1.62,1.9103,1
2.8183,-1.2667,-2.426,-1.8862,1
3.0605,-0.49281,-1.8356,-2.834,1
-0.045533,0.66365,-0.18794,0.23447,1
-6.7583,-0.72068,5.8408,0.62369,1
-9.5001,-1.9966,9.682,-0.12889,1
-6.4168,-0.97325,5.6026,1.0323,1
-0.17383,-0.025314,-0.11339,1.2198,1
2.9301,0.062525,-3.5467,-2.6737,1
6.3258,-5.525,0.89768,-6.6241,1
2.6735,-1.2943,-0.84085,-2.0323,1
-1.7837,-0.24037,2.135,1.2418,1
-9.6698,-1.3968,9.4652,-0.34872,1
-13.2869,-2.9672,13.4727,-2.6271,1
-7.2508,-1.1005,6.0139,0.36895,1
-0.52147,0.22432,-0.40386,1.2017,1
3.3708,0.90407,-4.4987,-3.6965,1
4.5193,-2.8619,-0.58123,-4.2629,1
-0.31247,-1.0833,1.2815,0.41291,1
-7.2446,-1.5681,6.5537,-0.1276,1
-10.8679,-2.0545,9.4926,-1.4116,1
-4.5152,0.2346,2.1195,1.4448,1
0.86909,1.581,-2.3138,0.82412,1
3.8013,1.5514,-4.9143,-3.7483,1
7.1225,-4.1479,-0.083404,-6.4172,1
-0.099335,-2.2625,2.8127,0.48662,1
-5.823,-1.7479,5.8699,1.212,1
-6.7128,-0.95923,4.9857,0.32886,1
0.23589,1.3451,-1.8785,1.3258,1
4.0951,2.2279,-4.8037,-2.1112,1
4.8731,1.2572,-5.2861,-5.8741,1
9.1214,-5.3857,-0.41929,-5.9181,1
2.3445,-2.9786,0.52667,-0.40173,1
-2.1562,-1.5851,1.7082,0.9017,1
-2.2038,-0.21888,-0.0954,0.56421,1
1.9017,1.3183,-3.3111,0.065071,1
3.4288,1.4896,-4.0309,-1.4259,1
3.2219,0.11592,-3.4302,-2.8457,1
3.3564,-3.3924,-0.72004,-3.5233,1
8.7096,-6.1632,-0.21621,-3.6345,1
2.9239,-4.0786,0.87026,-0.65389,1
-0.3911,-2.5899,0.93452,0.42972,1
-0.19038,-1.0116,-0.90597,0.003003,1
2.4914,0.066129,-2.9401,-0.62156,1
1.9368,-0.24745,-2.4697,-0.80518,1
1.0636,-1.5732,-0.71232,-0.8388,1
1.5933,-2.1668,0.045122,-1.678,1
-1.4237,-1.1667,2.9241,0.66119,1
-6.63,-2.8391,10.4849,-0.42113,1
-5.8126,-4.5046,10.8867,-0.52846,1
3.7433,-2.41,-0.40215,-1.2953,1
1.3492,0.40614,-1.4501,-0.55949,1
-4.8773,-1.3887,6.4774,0.34179,1
-13.4586,-3.7503,17.5932,-2.7771,1
-8.3827,-3.5637,12.393,-1.2823,1
-0.65804,-2.5419,2.6842,1.1952,1
