Entropy,Skewness,Variance,Curtosis,Class
0.85774,-0.67253,-3.0201,2.7056,1
-2.8483,3.5447,-2.4941,-1.3721,1
-0.23105,0.039307,-0.83121,0.05369,1
0.70774,-6.8824,-2.5665,7.5416,1
-1.6806,-12.9371,-4.4018,15.6559,1
0.38059,-8.2916,-3.7573,10.3032,1
1.1189,-0.40145,-2.4725,1.4855,1
-2.3724,2.8825,-1.9725,-2.3086,1
-3.8918,3.6874,-2.0149,-1.9385,1
-0.52716,0.65181,-0.82053,-0.48869,1
0.42584,-6.3486,-1.7886,5.6154,1
-0.60216,-9.4711,-2.9138,9.7668,1
0.54998,-6.5907,-1.8343,5.6429,1
0.55774,-0.033118,-0.8734,-0.20165,1
-3.1457,2.957,-0.70346,-3.5947,1
-7.5887,6.9879,-6.7387,0.67833,1
-3.1457,3.2777,-2.7723,-0.9351,1
0.52283,-1.3678,-1.6641,1.997,1
-0.50001,-9.2497,-2.4349,8.9922,1
-2.825,-12.7095,-3.793,12.7957,1
-0.12889,-6.9756,-1.9551,5.5383,1
0.47498,-0.50077,-0.69078,-0.35417,1
-4.2655,3.3998,0.025013,-4.4327,1
-5.4719,4.9601,-4.3967,-0.64892,1
-0.45863,-0.24418,-2.456,1.4041,1
-0.62285,-6.8555,-2.62,6.2169,1
-2.1138,-10.3257,-2.9662,8.784,1
0.49826,-4.4448,-0.71494,2.2241,1
0.097399,0.99945,0.6005,-2.2126,1
-4.3948,3.8944,0.61652,-4.7275,1
-7.5642,7.2363,-5.4414,0.10938,1
-0.45734,0.45937,-3.5798,2.3457,1
0.37671,-5.6967,-2.7769,5.9179,1
-0.55044,-6.7562,-1.8356,5.0585,1
0.48921,0.17381,0.30081,-1.7542,1
-2.5987,4.1323,1.3403,-4.7018,1
-6.3913,4.987,0.26877,-5.1508,1
-6.9642,9.6014,-6.5235,-0.25392,1
-1.1039,2.4955,-4.0679,0.79571,1
0.32757,-1.7051,-2.564,1.5026,1
-0.11984,-1.9162,-1.3414,-0.15538,1
-0.66553,2.0879,0.23874,-3.3522,1
-2.0711,3.6771,0.6212,-4.0771,1
-3.5569,3.4019,-0.77848,-3.4859,1
-4.1802,3.7909,-4.1244,-0.6532,1
-4.6832,9.2,-7.0421,0.25933,1
-1.4957,3.5716,-4.9462,0.82742,1
-0.2957,0.30417,-3.5359,0.6569,1
-0.82975,0.16967,-2.0662,-1.0054,1
-1.2035,2.808,-0.88728,-3.1432,1
-1.4453,2.3072,-1.0941,-2.5237,1
-1.4802,1.6285,-2.4458,-0.88541,1
-2.4409,1.8955,-3.551,0.1865,1
0.044382,-0.85669,-2.2811,2.7185,1
-0.82846,-5.974,-3.6053,10.0916,1
-0.86725,-5.1877,-5.0676,10.4266,1
-2.1151,4.0723,-3.9204,-0.23678,1
-1.3806,1.8458,-1.1306,-1.3575,1
-0.056479,-4.5566,-2.4561,6.4534,1
-3.0345,-13.0303,-4.4775,17.0834,1
-1.6017,-8.1819,-4.1958,12.1291,1
0.71808,-0.7077,-3.38,2.5325,1
-2.8948,3.6026,-2.4365,-1.4166,1
-0.35389,0.13036,-0.77688,-0.031137,1
0.59007,-6.8266,-2.7083,7.5339,1
-1.4983,-12.5854,-4.5531,15.4417,1
0.47498,-7.8322,-3.8894,9.8208,1
1.2069,-0.22763,-2.5084,1.488,1
-2.4241,3.0211,-2.1652,-2.4132,1
-3.8491,3.5074,-1.8974,-1.7842,1
-0.66423,0.5587,-0.62043,-0.38587,1
0.19567,-6.301,-1.8387,5.6506,1
-0.73018,-9.1566,-3,9.5766,1
0.48533,-6.1603,-1.9116,5.606,1
0.45688,0.084831,-1.005,-0.2462,1
-3.2944,3.257,-0.87834,-3.6778,1
-7.5887,6.7934,-6.651,0.68604,1
-3.0358,3.1101,-2.5463,-0.83228,1
0.42067,-1.432,-1.4377,2.1144,1
-0.86983,-9.0407,-2.4554,8.862,1
-3.3125,-12.8792,-3.9411,13.0597,1
-0.47156,-6.8969,-2.1241,5.5992,1
0.23317,-0.32902,-0.74324,-0.42785,1
-4.2526,3.7412,-0.071503,-4.5415,1
-5.3207,4.9166,-4.2333,-0.49212,1
-0.43018,-0.43663,-2.3675,1.692,1
-0.66811,-7.3625,-2.5526,6.9255,1
-2.3427,-10.4602,-3.0986,8.9717,1
0.50731,-4.4862,-0.89809,2.2009,1
-0.0060486,1.0015,0.56232,-2.2726,1
-4.3418,3.8944,0.53936,-4.8166,1
-7.3987,7.3915,-5.3012,0.029699,1
-0.37846,0.35591,-3.3553,2.6473,1
0.45946,-5.7133,-2.7908,5.953,1
-0.41984,-6.6072,-1.9983,4.8254,1
0.59524,0.11794,0.15423,-1.6823,1
-2.6129,4.0744,1.208,-4.7635,1
-6.2323,4.8856,0.2952,-5.149,1
-6.8517,9.5311,-6.4247,0.022844,1
-1.1595,2.6218,-3.9933,0.62863,1
0.16464,-1.6058,-2.659,1.3647,1
-0.19225,-2.1252,-1.4094,-0.10397,1
-0.65259,1.9741,0.11032,-3.3668,1
-1.9909,3.644,0.52374,-4.0746,1
-3.4276,3.4598,-0.76794,-3.4405,1
-4.0133,3.6812,-3.9698,-0.60008,1
-4.5396,9.2931,-7.0364,0.16594,1
-1.444,3.3005,-4.9447,1.063,1
-0.3332,0.22968,-3.5933,0.7126,1
-0.86208,0.12415,-2.1674,-1.0465,1
-1.3121,2.6963,-0.9607,-3.1226,1
-1.2759,2.1996,-1.0802,-2.5862,1
-1.2862,1.4381,-2.3277,-0.82114,1
-2.5095,1.9037,-3.7244,-0.035421,1
-0.16639,-0.95602,-2.5724,2.7073,1
-1.0147,-6.0816,-3.9297,10.0958,1
-1.1181,-5.1463,-5.2943,10.3332,1
-2.1836,4.0392,-3.8953,-0.3019,1
-1.4181,1.7485,-1.2244,-1.4801,1
-0.13924,-4.4159,-2.6406,5.983,1
-3.2168,-12.7509,-4.6338,16.7166,1
-1.8978,-7.8633,-4.2887,11.8387,1
0.53705,-0.50491,-3.3458,2.6328,1
-1.9573,3.3357,-1.1188,-1.3455,1
0.44653,-0.3104,0.55939,0.18307,1
1.2289,-7.3191,-1.5078,7.8981,1
-0.75216,-12.5667,-3.506,15.1606,1
1.1629,-8.273,-2.9498,10.2646,1
1.9103,-0.38903,-1.6029,1.62,1
-1.8862,2.8183,-1.2667,-2.426,1
-2.834,3.0605,-0.49281,-1.8356,1
0.23447,-0.045533,0.66365,-0.18794,1
0.62369,-6.7583,-0.72068,5.8408,1
-0.12889,-9.5001,-1.9966,9.682,1
1.0323,-6.4168,-0.97325,5.6026,1
1.2198,-0.17383,-0.025314,-0.11339,1
-2.6737,2.9301,0.062525,-3.5467,1
-6.6241,6.3258,-5.525,0.89768,1
-2.0323,2.6735,-1.2943,-0.84085,1
1.2418,-1.7837,-0.24037,2.135,1
-0.34872,-9.6698,-1.3968,9.4652,1
-2.6271,-13.2869,-2.9672,13.4727,1
0.36895,-7.2508,-1.1005,6.0139,1
1.2017,-0.52147,0.22432,-0.40386,1
-3.6965,3.3708,0.90407,-4.4987,1
-4.2629,4.5193,-2.8619,-0.58123,1
0.41291,-0.31247,-1.0833,1.2815,1
-0.1276,-7.2446,-1.5681,6.5537,1
-1.4116,-10.8679,-2.0545,9.4926,1
1.4448,-4.5152,0.2346,2.1195,1
0.82412,0.86909,1.581,-2.3138,1
-3.7483,3.8013,1.5514,-4.9143,1
-6.4172,7.1225,-4.1479,-0.083404,1
0.48662,-0.099335,-2.2625,2.8127,1
1.212,-5.823,-1.7479,5.8699,1
0.32886,-6.7128,-0.95923,4.9857,1
1.3258,0.23589,1.3451,-1.8785,1
-2.1112,4.0951,2.2279,-4.8037,1
-5.8741,4.8731,1.2572,-5.2861,1
-5.9181,9.1214,-5.3857,-0.41929,1
-0.40173,2.3445,-2.9786,0.52667,1
0.9017,-2.1562,-1.5851,1.7082,1
0.56421,-2.2038,-0.21888,-0.0954,1
0.065071,1.9017,1.3183,-3.3111,1
-1.4259,3.4288,1.4896,-4.0309,1
-2.8457,3.2219,0.11592,-3.4302,1
-3.5233,3.3564,-3.3924,-0.72004,1
-3.6345,8.7096,-6.1632,-0.21621,1
-0.65389,2.9239,-4.0786,0.87026,1
0.42972,-0.3911,-2.5899,0.93452,1
0.003003,-0.19038,-1.0116,-0.90597,1
-0.62156,2.4914,0.066129,-2.9401,1
-0.80518,1.9368,-0.24745,-2.4697,1
-0.8388,1.0636,-1.5732,-0.71232,1
-1.678,1.5933,-2.1668,0.045122,1
0.66119,-1.4237,-1.1667,2.9241,1
-0.42113,-6.63,-2.8391,10.4849,1
-0.52846,-5.8126,-4.5046,10.8867,1
-1.2953,3.7433,-2.41,-0.40215,1
-0.55949,1.3492,0.40614,-1.4501,1
0.34179,-4.8773,-1.3887,6.4774,1
-2.7771,-13.4586,-3.7503,17.5932,1
-1.2823,-8.3827,-3.5637,12.393,1
1.1952,-0.65804,-2.5419,2.6842,1
